ABBREVIATION,TITLE
SIGNAL TRANSDUCTION TARGETED THER.,SIGNAL TRANSDUCTION AND TARGETED THERAPY
SILIC. INDUS.,SILICATES INDUSTRIELS
SILICON CHEM.,SILICON CHEMISTRY
SILVA BALCAN.,SILVA BALCANICA
SILVA FENN.,SILVA FENNICA
SILVAE GENET.,SILVAE GENETICA
SILVAECULT. TROP. SUBTROP.,SILVAECULTURA TROPICA ET SUBTROPICA
SIMUL. MODELL. PRACT. THEORY,SIMULATION MODELLING PRACTICE AND THEORY
SIMUL. PRACT. THEORY,SIMULATION PRACTICE AND THEORY
SINGAPORE J. TROP. GEOGR.,SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY
"SITZUNGSBER. AKAD. WISS. DDR, MATH., NATURWISS., TECH.","SITZUNGSBERICHTE DER AKADEMIE DER WISSENSCHAFTEN DER DDR, MATHEMATIK, NATURWISSENSCHAFTEN, TECHNIK"
SITZUNGSBER. BAYER. AKAD. WISS. MATH. NATURWISS. KL.,"SITZUNGSBERICHTE BAYERISCHE AKADEMIE DER WISSENSCHAFTEN, MATHEMATISCHE - NATURWISSENSCHAFTLICHE KLASSE"
SITZUNGSBER. HEIDELB. AKAD. WISS. MATH. NATURWISS. KL.,"SITZUNGSBERICHTE DER HEIDELBERGER AKADEMIE DER WISSENSCHAFTEN, MATHEMATISCHE - NATURWISSENSCHAFTLICHE KLASSE"
SITZUNGSBER. K. PREUSS. AKAD. WISS.,SITZUNGSBERICHTE DER KONIGLICHEN PREUSSISCHEN AKADEMIE DER WISSENSCHAFTEN
SKELETAL RADIOL.,SKELETAL RADIOLOGY
SLAS DISCOVERY,SLAS DISCOVERY
SLAS DISCOVERY,SLAS DISCOVERY: ADVANCING THE SCIENCE OF DRUG DISCOVERY
SLAS TECHNOL.,SLAS TECHNOLOGY: TRANSLATING LIFE SCIENCES INNOVATION
SLAS TECHNOL.,SLAS TECHNOLOGY
SLEEP ADV.,SLEEP ADVANCES
SLEEP BIOL. RHYTHMS,SLEEP AND BIOLOGICAL RHYTHMS
SLEEP BREATHING,SLEEP AND BREATHING
SLEEP DISORD.,SLEEP DISORDERS
SLEEP MED.: X,SLEEP MEDICINE: X
SLEEP SCI.,SLEEP SCIENCE
SLEEP VIGILANCE,SLEEP AND VIGILANCE
SMALL ADV. HEALTHCARE MATER.,SMALL AND ADVANCED HEALTHCARE MATERIALS
SMALL GTPASES,SMALL GTPASES
SMALL METHODS,SMALL METHODS
SMALL MOL.,SMALL MOLECULES
SMALL RUMINANT RES.,SMALL RUMINANT RESEARCH
SMALL SCI.,SMALL SCIENCE
SMALL STRUCT.,SMALL STRUCTURES
SMALL-SCALE FOR.,SMALL-SCALE FORESTRY
SMART ENERGY,SMART ENERGY
SMART INFRASTRUCT. CONSTR.,SMART INFRASTRUCTURE AND CONSTRUCTION
SMART MATER. BULL.,SMART MATERIALS BULLETIN
SMART MATER. MED.,SMART MATERIALS IN MEDICINE
SMART MATER. STRUCT.,SMART MATERIALS AND STRUCTURES
SMART SCI.,SMART SCIENCE
SMART STRUCT. SYST.,SMART STRUCTURES AND SYSTEMS
SMART SUSTAINABLE MANUF. SYST.,SMART AND SUSTAINABLE MANUFACTURING SYSTEMS
SMPTE MOTION IMAGING J.,SMPTE MOTION IMAGING JOURNAL
SN PARTIAL DIFFER. EQUATIONS APPL.,SN PARTIAL DIFFERENTIAL EQUATIONS AND APPLICATIONS
SN APPL. SCI.,SN APPLIED SCIENCES
SN COMPR. CLIN. MED.,SN COMPREHENSIVE CLINICAL MEDICINE
SN COMPUT. SCI.,SN COMPUTER SCIENCE
SN OPER. RES. FORUM,SN OPERATIONS RESEARCH FORUM
SOC. NAT. RESOUR.,SOCIETY AND NATURAL RESOURCES
SOCIAL INDIC. RES.,SOCIAL INDICATORS RESEARCH
SOCIAL NEUROSCI.,SOCIAL NEUROSCIENCE
SOCIAL SCI. COMPUT. REV.,SOCIAL SCIENCE COMPUTER REVIEW
SOFT COMPUT. LETT.,SOFT COMPUTING LETTERS
SOFT MATER.,SOFT MATERIALS
SOFT MATTER,SOFT MATTER
SOFT ROB.,SOFT ROBOTICS
SOFTWARE IMPACTS,SOFTWARE IMPACTS
SOIL BIOL. BIOCHEM.,SOIL BIOLOGY AND BIOCHEMISTRY
SOIL DISCUSS.,SOIL DISCUSSIONS
SOIL DYN. EARTHQUAKE ENG.,SOIL DYNAMICS AND EARTHQUAKE ENGINEERING
SOIL HORIZ.,SOIL HORIZONS
SOIL MECH. FOUND. ENG.,SOIL MECHANICS AND FOUNDATION ENGINEERING
SOIL ORG.,SOIL ORGANISMS
SOIL RES.,SOIL RESEARCH
SOIL SCI.,SOIL SCIENCE
SOIL SCI. PLANT NUTR.,SOIL SCIENCE & PLANT NUTRITION
SOIL SCI. SOC. AM. J.,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL
SOIL SECUR.,SOIL SECURITY
SOIL SEDIMENT CONTAM.,SOIL AND SEDIMENT CONTAMINATION
SOIL TECHNOL.,SOIL TECHNOLOGY
SOIL TILLAGE RES.,SOIL AND TILLAGE RESEARCH
SOIL USE MANAGE.,SOIL USE AND MANAGEMENT
SOIL WATER RES.,SOIL AND WATER RESEARCH
SOILS FOUND.,SOILS AND FOUNDATIONS
SOL. COMPASS,SOLAR COMPASS
SOL. ENERGY,SOLAR ENERGY
SOL. ENERGY ADV.,SOLAR ENERGY ADVANCES
SOL. ENERGY MATER.,SOLAR ENERGY MATERIALS
SOL. ENERGY MATER. SOL. CELLS,SOLAR ENERGY MATERIALS AND SOLAR CELLS
SOL. PHYS.,SOLAR PHYSICS
SOL. RRL,SOLAR RRL
SOL. SYST. RES.,SOLAR SYSTEM RESEARCH
SOLAR CELLS,SOLAR CELLS
SOLAR WIND TECHNOL.,SOLAR & WIND TECHNOLOGY
SOLDERING SURF. MOUNT TECHNOL.,SOLDERING & SURFACE MOUNT TECHNOLOGY
SOLID EARTH,SOLID EARTH
SOLID EARTH DISCUSS.,SOLID EARTH DISCUSSIONS
SOLID EARTH SCI.,SOLID EARTH SCIENCE
SOLID FUEL CHEM.,SOLID FUEL CHEMISTRY
SOLID STATE COMMUN.,SOLID STATE COMMUNICATIONS
SOLID STATE ELECTRON.,SOLID STATE ELECTRONICS
SOLID STATE ELECTRON. LETT.,SOLID STATE ELECTRONICS LETTERS
SOLID STATE IONICS,SOLID STATE IONICS
SOLID STATE NUCL. MAGN. RESON.,SOLID STATE NUCLEAR MAGNETIC RESONANCE
SOLID STATE SCI.,SOLID STATE SCIENCES
SOLID-STATE ELECTRON.,SOLID-STATE ELECTRONICS
SOLVENT EXTR. ION EXCH.,SOLVENT EXTRACTION AND ION EXCHANGE
"SOLVENT EXTR. RES. DEV., JPN.","SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT, JAPAN"
SOURCE CODE BIOL. MED.,SOURCE CODE FOR BIOLOGY AND MEDICINE
SOUTH AM. J. HERPETOL.,SOUTH AMERICAN JOURNAL OF HERPETOLOGY
SOUTH PAC. J. NAT. APPL. SCI.,SOUTH PACIFIC JOURNAL OF NATURAL AND APPLIED SCIENCES
SOUTH. FOR.,SOUTHERN FORESTS
SOUTH. FOR.: J. FOR. SCI.,SOUTHERN FORESTS: A JOURNAL OF FOREST SCIENCE
SOUTH. J. APPL. FOR.,SOUTHERN JOURNAL OF APPLIED FORESTRY
SOUTH. MED. J.,SOUTHERN MEDICAL JOURNAL
SOUTHEAST. ARCHAEOL.,SOUTHEASTERN ARCHAEOLOGY
SOUTHEAST. NAT.,SOUTHEASTERN NATURALIST
SOUTHWEST. ENTOMOLOG.,SOUTHWESTERN ENTOMOLOGIST
SOUTHWEST. NAT.,SOUTHWESTERN NATURALIST
SOV. J. QUANTUM ELECTRON.,SOVIET JOURNAL OF QUANTUM ELECTRONICS
SPACE COMMUN.,SPACE COMMUNICATIONS
SPACE RES. TODAY,SPACE RESEARCH TODAY
SPACE SCI. REV.,SPACE SCIENCE REVIEWS
SPACE SCI. TECHNOL.,SPACE: SCIENCE & TECHNOLOGY
SPACE WEATHER,SPACE WEATHER
SPACE WEATHER Q.,SPACE WEATHER QUARTERLY
SPAN. J. AGRIC. RES.,SPANISH JOURNAL OF AGRICULTURAL RESEARCH
SPAN. J. SOIL SCI.,SPANISH JOURNAL OF SOIL SCIENCE
SPATIAL COGNIT. COMPUT.,SPATIAL COGNITION & COMPUTATION
SPATIAL SPATIO-TEMPORAL EPIDEMIOL.,SPATIAL AND SPATIO-TEMPORAL EPIDEMIOLOGY
SPATIAL STAT.,SPATIAL STATISTICS
SPE DRILL. COMPLET,SPE DRILLING & COMPLETION
SPE FORM. EVAL.,SPE FORMATION EVALUATION
SPE J.,SPE JOURNAL
SPE PROD. ENG.,SPE PRODUCTION ENGINEERING
SPE PROD. FACIL.,SPE PRODUCTION & FACILITIES
SPE RESERVOIR ENG,SPE RESERVOIR ENGINEERING
SPE RESERVOIR EVAL. ENG,SPE RESERVOIR EVALUATION & ENGINEERING
SPEC. DISCUSS. FARADAY SOC.,SPECIAL DISCUSSIONS OF THE FARADAY SOCIETY
SPEC. TOP. REV. POROUS MEDIA: INT. J.,SPECIAL TOPICS & REVIEWS IN POROUS MEDIA: AN INTERNATIONAL JOURNAL
SPECTRA ANAL.,SPECTRA ANALYSE
SPECTRA BIOL.,SPECTRA BIOLOGIE
SPECTROCHIM. ACTA,SPECTROCHIMICA ACTA
"SPECTROCHIM. ACTA, PART A",SPECTROCHIMICA ACTA PART A: MOLECULAR AND BIOMOLECULAR SPECTROSCOPY
"SPECTROCHIM. ACTA, PART B",SPECTROCHIMICA ACTA PART B: ATOMIC SPECTROSCOPY
SPECTROSC. ASIA,SPECTROSCOPY ASIA
SPECTROSC. EUR.,SPECTROSCOPY EUROPE
SPECTROSC. LETT.,SPECTROSCOPY LETTERS
SPECTROSC. PROP. INORG. ORGANOMET. COMPD.,SPECTROSCOPIC PROPERTIES OF INORGANIC AND ORGANOMETALLIC COMPOUNDS
SPECULATIONS SCI. TECHNOL.,SPECULATIONS IN SCIENCE AND TECHNOLOGY
SPIE REV.,SPIE REVIEWS
SPILL SCI. TECHNOL. BULL.,SPILL SCIENCE AND TECHNOLOGY BULLETIN
SPORT EXERCISE PERFORM. PSYCHOL.,SPORT EXERCISE AND PERFORMANCE PSYCHOLOGY
SPORTS BIOMECH.,SPORTS BIOMECHANICS
SPORTS ENG.,SPORTS ENGINEERING
SPORTS MED. HEALTH SCI.,SPORTS MEDICINE AND HEALTH SCIENCE
SPRINGER SER. CHEM. PHYS.,SPRINGER SERIES IN CHEMICAL PHYSICS
SPRINGER SER. MATER. SCI.,SPRINGER SERIES IN MATERIALS SCIENCE
SPRINGER SER. OPT. SCI.,SPRINGER SERIES IN OPTICAL SCIENCES
SPRINGER SER. SOLID-STATE SCI.,SPRINGER SERIES IN SOLID-STATE SCIENCES
ST. PETERSBURG POLYTECH. UNIV. J.: PHYS. MATH.,ST. PETERSBURG POLYTECHNICAL UNIVERSITY JOURNAL: PHYSICS AND MATHEMATICS
STAND. GENOMIC SCI.,STANDARDS IN GENOMIC SCIENCES
STAR: SCI. TECHNOL. ARCHAEOL. RES.,STAR: SCIENCE & TECHNOLOGY OF ARCHAEOLOGICAL RESEARCH
STAT. ANAL. DATA MIN.,STATISTICAL ANALYSIS AND DATA MINING
STAT. APPL. GENET. MOL. BIOL.,STATISTICAL APPLICATIONS IN GENETICS AND MOLECULAR BIOLOGY
STAT. BIOPHARM. RES.,STATISTICS IN BIOPHARMACEUTICAL RESEARCH
STAT. J. IAOS,STATISTICAL JOURNAL OF THE IAOS
STAT. MED.,STATISTICS IN MEDICINE
STAT. METHODOL.,STATISTICAL METHODOLOGY
STAT. METHODS MED. RES.,STATISTICAL METHODS IN MEDICAL RESEARCH
STAT. MODELL.,STATISTICAL MODELLING
STAT. NEERL.,STATISTICA NEERLANDICA
STAT. PROBAB. LETT.,STATISTICS & PROBABILITY LETTERS
STAT. THEORY RELAT. FIELDS,STATISTICAL THEORY AND RELATED FIELDS
STEEL COMPOS. STRUCT.,STEEL AND COMPOSITE STRUCTURES
STEEL CONSTR. DES. RES.,STEEL CONSTRUCTION - DESIGN AND RESEARCH
STEEL RES. INT.,STEEL RESEARCH INTERNATIONAL
STEEL TRANSL.,STEEL IN TRANSLATION
STEM CELL REP.,STEM CELL REPORTS
STEM CELL RES.,STEM CELL RESEARCH
STEM CELL RES. THER.,STEM CELL RESEARCH & THERAPY
STEM CELLS,STEM CELLS
STEM CELLS DEV.,STEM CELLS AND DEVELOPMENT
STEM CELLS TRANSL. MED.,STEM CELLS TRANSLATIONAL MEDICINE
STEPHAN MUELLER SPEC. PUBL. SER.,STEPHAN MUELLER SPECIAL PUBLICATION SERIES
STOCHASTIC ANAL. APPL.,STOCHASTIC ANALYSIS AND APPLICATIONS
STOCHASTIC ENVIRON. RES. RISK ASSESS.,STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT
STOCHASTIC MODELS,STOCHASTIC MODELS
STOCHASTIC PROCESSES APPL.,STOCHASTIC PROCESSES AND THEIR APPLICATIONS
STOCHASTICS DYN.,STOCHASTICS AND DYNAMICS
STOCHASTICS PARTIAL DIFFER. EQUATIONS-ANAL. COMPUT.,STOCHASTICS AND PARTIAL DIFFERENTIAL EQUATIONS-ANALYSIS AND COMPUTATIONS
STRATIGR. GEOL. CORREL.,STRATIGRAPHY AND GEOLOGICAL CORRELATION
STRENGTH FRACT. COMPLEXITY,"STRENGTH, FRACTURE AND COMPLEXITY"
STRENGTH MATER.,STRENGTH OF MATERIALS
STRUCT. BOND.,STRUCTURE AND BONDING
STRUCT. CHEM.,STRUCTURAL CHEMISTRY
STRUCT. CONCR.,STRUCTURAL CONCRETE
STRUCT. CONTROL HEALTH MONIT.,STRUCTURAL CONTROL AND HEALTH MONITORING
STRUCT. DES. TALL BUILD.,STRUCTURAL DESIGN OF TALL BUILDINGS
STRUCT. DES. TALL SPECIAL BUILD.,STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS
STRUCT. DYN.,STRUCTURAL DYNAMICS
STRUCT. ENG. INT.,STRUCTURAL ENGINEERING INTERNATIONAL
STRUCT. ENG. MECH.,STRUCTURAL ENGINEERING AND MECHANICS
STRUCT. EQUATION MODELL. MULTIDISCIP. J.,STRUCTURAL EQUATION MODELLING A MULTIDISCIPLINARY JOURNAL
STRUCT. HEALTH MONIT.,STRUCTURAL HEALTH MONITORING
STRUCT. INFRASTRUCT. ENG.,STRUCTURE AND INFRASTRUCTURE ENGINEERING
STRUCT. MULTIDISCIP. OPTIM.,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION
STRUCT. SAF.,STRUCTURAL SAFETY
STUD. APPL. MATH.,STUDIES IN APPLIED MATHEMATICS
STUD. CONSERV.,STUDIES IN CONSERVATION
STUD. GEOPHYS. GEOD.,STUDIA GEOPHYSICA ET GEODAETICA
STUD. HIST. PHILOS. SCI. PART A,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE PART A
STUD. HIST. PHILOS. SCI. PART B: STUD. HIST. PHILOS. MOD. PHYS.,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE PART B: STUDIES IN HISTORY AND PHILOSOPHY OF MODERN PHYSICS
STUD. HIST. PHILOS. SCI. PART C: STUD. HIST. PHILOS. BIOL. BIOMED. SCI.,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE PART C: STUDIES IN HISTORY AND PHILOSOPHY OF BIOLOGICAL AND BIOMEDICAL SCIENCES
STUD. MATH.,STUDIA MATHEMATICA
STUD. MYCOL.,STUDIES IN MYCOLOGY
STUD. NAT. PROD. CHEM.,STUDIES IN NATURAL PRODUCTS CHEMISTRY
STUD. NEOTROP. FAUNA ENVIRON.,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT
STUD. NONLINEAR DYN. ECONOM.,STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS
STUD. PRAKT.,STUDENT UND PRAKTIKANT
STUD. Q. J.,STUDENTS' QUARTERLY JOURNAL
STUD. QUAT.,STUDIA QUATERNARIA
STUD. SURF. SCI. CATAL.,STUDIES IN SURFACE SCIENCE AND CATALYSIS
STUTTGART. BEITR. NATURKD. A,STUTTGARTER BEITRAEGE ZUR NATURKUNDE A
SUBST. USE MISUSE,SUBSTANCE USE & MISUSE
SUBTERR. BIOL.,SUBTERRANEAN BIOLOGY
SUPERCOND. SCI. TECHNOL.,SUPERCONDUCTOR SCIENCE AND TECHNOLOGY
SUPERLATTICES MICROSTRUCT.,SUPERLATTICES AND MICROSTRUCTURES
SUPRAMOL. CHEM.,SUPRAMOLECULAR CHEMISTRY
SUPRAMOL. MATER.,SUPRAMOLECULAR MATERIALS
SUPRAMOL. PHOTOSENSIT. ELECTROACT. MATER.,SUPRAMOLECULAR PHOTOSENSITIVE AND ELECTROACTIVE MATERIALS
SUPRAMOL. SCI.,SUPRAMOLECULAR SCIENCE
SURF. COAT. INT.,SURFACE COATINGS INTERNATIONAL
SURF. COAT. INT.: PART A,SURFACE COATINGS INTERNATIONAL PART A: COATINGS JOURNAL
SURF. COAT. INT.: PART B,SURFACE COATINGS INTERNATIONAL PART B: COATINGS TRANSACTIONS
SURF. COAT. TECHNOL.,SURFACE AND COATINGS TECHNOLOGY
SURF. ENG.,SURFACE ENGINEERING
SURF. ENG. APPL. ELECTROCHEM.,SURFACE ENGINEERING AND APPLIED ELECTROCHEMISTRY
SURF. INNOVATIONS,SURFACE INNOVATIONS
SURF. INTERFACE ANAL.,SURFACE AND INTERFACE ANALYSIS
SURF. INTERFACES,SURFACES AND INTERFACES
SURF. REV. LETT.,SURFACE REVIEW AND LETTERS
SURF. SCI.,SURFACE SCIENCE
SURF. SCI. LETT.,SURFACE SCIENCE LETTERS
SURF. SCI. REP.,SURFACE SCIENCE REPORTS
SURF. SCI. SPECTRA,SURFACE SCIENCE SPECTRA
SURF. TECHNOL.,SURFACE TECHNOLOGY
SURF. TOPOGR. METROL. PROP.,SURFACE TOPOGRAPHY: METROLOGY AND PROPERTIES
SURG. INNOVATION,SURGICAL INNOVATION
SURG. MED. TECHNOL.,SURGERY AND MEDICAL TECHNOLOGIES
SURV. GEOPHYS.,SURVEYS IN GEOPHYSICS
SURV. HIGH ENERGY PHYS.,SURVEYS IN HIGH ENERGY PHYSICS
SURV. REV.,SURVEY REVIEW
SUSTAINABILITY ANAL. MODEL.,SUSTAINABILITY ANALYTICS AND MODELING
SUSTAINABILITY CLIM. CHANGE,SUSTAINABILITY AND CLIMATE CHANGE
SUSTAINABILITY SCI.,SUSTAINABILITY SCIENCE
SUSTAINABILITY WATER QUAL. ECOL.,SUSTAINABILITY WATER QUALITY AND ECOLOGY
SUSTAINABILITY WATER QUAL. ECOL.,SUSTAINABILITY OF WATER QUALITY AND ECOLOGY
SUSTAINABILITY: SCI. PRACT. POLICY,"SUSTAINABILITY: SCIENCE, PRACTICE AND POLICY"
SUSTAINABLE CHEM. PHARM.,SUSTAINABLE CHEMISTRY AND PHARMACY
SUSTAINABLE CHEM. PROCESSES,SUSTAINABLE CHEMICAL PROCESSES
SUSTAINABLE CITIES SOC.,SUSTAINABLE CITIES AND SOCIETY
SUSTAINABLE COMPUT. INF. SYST.,SUSTAINABLE COMPUTING INFORMATICS & SYSTEMS
SUSTAINABLE EARTH,SUSTAINABLE EARTH
SUSTAINABLE ENERGY FUELS,SUSTAINABLE ENERGY & FUELS
SUSTAINABLE ENERGY GRIDS NETWORKS,"SUSTAINABLE ENERGY, GRIDS AND NETWORKS"
SUSTAINABLE ENERGY TECHNOL. ASSESS.,SUSTAINABLE ENERGY TECHNOLOGIES AND ASSESSMENTS
SUSTAINABLE ENVIRON. RES.,SUSTAINABLE ENVIRONMENT RESEARCH
SUSTAINABLE FUTURES,SUSTAINABLE FUTURES
SUSTAINABLE MANUF. SERV. ECON.,SUSTAINABLE MANUFACTURING AND SERVICE ECONOMICS
SUSTAINABLE MATER.TECHNOL.,SUSTAINABLE MATERIALS AND TECHNOLOGIES
SUSTAINABLE OPER. COMPUT.,SUSTAINABLE OPERATIONS AND COMPUTERS
SUSTAINABLE PROD. CONSUMPTION,SUSTAINABLE PRODUCTION AND CONSUMPTION
SUSTAINABLE RESILIENT INFRASTRUCT.,SUSTAINABLE AND RESILIENT INFRASTRUCTURE
SVEN. BOT. TIDSKR.,SVENSK BOTANISK TIDSKRIFT
SWARM EVOL. COMPUT.,SWARM AND EVOLUTIONARY COMPUTATION
SWARM INTELL.,SWARM INTELLIGENCE
SWISS J. GEOSCI.,SWISS JOURNAL OF GEOSCIENCES
SWISS J. PALAEONTOL.,SWISS JOURNAL OF PALAEONTOLOGY
SYMP. (INT.) COMBUST.,SYMPOSIUM (INTERNATIONAL) ON COMBUSTION
SYMP. FARADAY SOC.,SYMPOSIUM OF THE FARADAY SOCIETY
SYMP. INT. ASTRON. UNION,SYMPOSIUM INTERNATIONAL ASTRONOMICAL UNION
SYNCHROTRON RADIAT. NEWS,SYNCHROTRON RADIATION NEWS
SYNTH. BIOL.,SYNTHETIC BIOLOGY
SYNTH. COMMUN.,SYNTHETIC COMMUNICATIONS
SYNTH. FIBRES,SYNTHETIC FIBERS
SYNTH. MET.,SYNTHETIC METALS
SYNTH. REACT. INORG. MET.-ORG. CHEM.,SYNTHESIS AND REACTIVITY IN INORGANIC AND METAL-ORGANIC CHEMISTRY
SYNTH. SYST. BIOTECHNOL.,SYNTHETIC AND SYSTEMS BIOTECHNOLOGY
SYST. APPL. ACAROL.,SYSTEMATIC AND APPLIED ACAROLOGY
SYST. APPL. MICROBIOL.,SYSTEMATIC AND APPLIED MICROBIOLOGY
SYST. BIODIVERS.,SYSTEMATICS AND BIODIVERSITY
SYST. BIOL.,SYSTEMATIC BIOLOGY
SYST. BOT.,SYSTEMATIC BOTANY
SYST. CONTROL LETT.,SYSTEM & CONTROL LETTERS
SYST. ENG.,SYSTEMS ENGINEERING
SYST. ENG. PROCEDIA,SYSTEMS ENGINEERING PROCEDIA
SYST. ENG. THEORY PRACT.,SYSTEMS ENGINEERING - THEORY & PRACTICE
SYST. ENTOMOL.,SYSTEMATIC ENTOMOLOGY
SYST. MICROBIOL. BIOMANUF.,SYSTEMS MICROBIOLOGY AND BIOMANUFACTURING
SYST. SCI. CONTROL ENG.,SYSTEMS SCIENCE AND CONTROL ENGINEERING
TALANTA OPEN,TALANTA OPEN
TAPPI J.,TAPPI JOURNAL
TEACH. MATH. APPL.,TEACHING MATHEMATICS AND ITS APPLICATIONS
TEACH. STAT.,TEACHING STATISTICS
TECH. COMMUN. Q,TECHNICAL COMMUNICATION QUARTERLY
TECH. ING. CONSTANTES PHYS. CHIM.,"TECHNIQUES DE L'INGENIEUR, CONSTANTES PHYSICO-CHIMIQUES"
TECH. ING. ENVIRON.,"TECHNIQUES DE L'INGENIEUR, ENVIRONNEMENT"
TECH. ING. GENIE NUCL.,"TECHNIQUES DE L'INGENIEUR, GENIE NUCLEAR"
TECH. ING. GENIE PROCEDES,"TECHNIQUES DE L'INGENIEUR, GENIE DES PROCEDE"
TECH. ING. MATER. FOND.,"TECHNIQUES DE L'INGENIEUR, MATERIAUX FONCTIONNELS"
TECH. ING. MATER. MET.,"TECHNIQUES DE L'INGENIEUR, MATERIAUX METALLIQUES"
TECH. ING. PLAST. COMPOS.,"TECHNIQUES DE L'INGENIEUR, PLASTIQUES ET COMPOSITES"
TECH. ING. SCI. FONDAM. MATH. ING.,"TECHNIQUES DE L'INGENIEUR, SCIENCES FONDAMENTALES: MATHEMATIQUES POUR L'INGENIEUR"
TECH. ING. SCI. FONDAM. PHYS. CHIM.,"TECHNIQUES DE L'INGENIEUR, SCIENCES FONDAMENTALES: PHYSIQUE, CHEMIE"
TECH. MESS.,TECHNISCHES MESSEN
TECH. MITT.,TECHNISCHE MITTEILUNGEN
TECH. PHYS.,TECHNICAL PHYSICS
TECH. PHYS. LETT.,TECHNICAL PHYSICS LETTERS
TECH. Q. MASTER BREW. ASSOC. AM.,TECHNICAL QUARTERLY - MASTER BREWERS ASSOCIATION OF THE AMERICAS
TECH. Q. MBAA COMMUN.,TECHNICAL QUARTERLY & THE MBAA COMMUNICATOR
TECH. UBERWACH.,TECHNISCHE UBERWACHUNG
TECHNOL. CANCER RES. TREAT.,TECHNOLOGY IN CANCER RESEARCH & TREATMENT
TECHNOL. FORECASTING SOCIAL CHANGE,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE
TECHNOL. HEALTH CARE,TECHNOLOGY AND HEALTH CARE
TECHNOL. MIND BEHAV.,"TECHNOLOGY, MIND, AND BEHAVIOR"
TELECOMMUN. RADIO ENG.,TELECOMMUNICATIONS AND RADIO ENGINEERING
TELEMED. E-HEALTH,TELEMEDICINE AND E-HEALTH
TELEMED. REP.,TELEMEDICINE REPORTS
TELLUS A: DYN. METEOROL. OCEANOGR.,TELLUS A: DYNAMIC METEOROLOGY AND OCEANOGRAPHY
TELLUS B: CHEM. PHYS. METEOROL.,TELLUS B: CHEMICAL AND PHYSICAL METEOROLOGY
TELLUS SER. A,TELLUS SERIES A
TELLUS SER. B,TELLUS SERIES B
"TENSIDE, SURFACTANTS, DETERG.","TENSIDE, SURFACTANTS, DETERGENTS"
"TERATOG., CARCINOG., MUTAGEN.","TERATOGENESIS, CARCINOGENESIS, AND MUTAGENESIS"
TERR. MAGN.,TERRESTRIAL MAGNETISM
TERR. MAGN. ATMOS. ELECTR.,TERRESTRIAL MAGNETISM AND ATMOSPHERIC ELECTRICITY
TERRA NOVA,TERRA NOVA
TETRAHEDRON CHEM,TETRAHEDRON CHEM
TETRAHEDRON LETT.,TETRAHEDRON LETTERS
TETRAHEDRON: ASYMMETRY,TETRAHEDRON: ASYMMETRY
TEXT. CHEM. COLOR.,TEXTILE CHEMIST AND COLORIST
TEXT. CHEM. COLOR. AM. DYEST REP.,TEXTILE CHEMIST AND COLORIST & AMERICAN DYESTUFF REPORTER
TEXT. CLOTHING SUSTAINABILITY,TEXTILES AND CLOTHING SUSTAINABILITY
TEXT. CLOTHING SUSTAINABILITY,TEXTILES AND CLOTHING SUSTAINABILITY
TEXT. PROG.,TEXTILE PROGRESS
TEXT. RES. J.,TEXTILE RESEARCH JOURNAL
TEXT. SCI. TECH.,TEXTILE SCIENCE AND TECHNOLOGY
TEXT. WORLD,TEXTILE WORLD
THAI J. PHARM. SCI.,THAI JOURNAL OF PHARMACEUTICAL SCIENCES
THE AUK: ORNITHOL. ADV.,THE AUK: ORNITHOLOGICAL ADVANCES
THE CONDOR: ORNITHOL. APPL.,THE CONDOR: ORNITHOLOGICAL APPLICATIONS
THEOCHEM,THEOCHEM JOURNAL OF MOLECULAR STRUCTURE
THEOR. APPL. CLIMATOL.,THEORETICAL AND APPLIED CLIMATOLOGY
THEOR. APPL. FRACT. MECH.,THEORETICAL AND APPLIED FRACTURE MECHANICS
THEOR. APPL. GENET.,THEORETICAL AND APPLIED GENETICS
THEOR. APPL. MECH. LETT.,THEORETICAL AND APPLIED MECHANICS LETTERS
THEOR. BIOL. MED. MODELL.,THEORETICAL BIOLOGY AND MEDICAL MODELLING
THEOR. CHEM. ACC.,THEORETICAL CHEMISTRY ACCOUNTS
THEOR. CHIM. ACTA,THEORETICA CHIMICA ACTA
THEOR. COMPUT. FLUID DYN.,THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS
THEOR. COMPUT. SCI.,THEORETICAL COMPUTER SCIENCE
THEOR. ECOL.,THEORETICAL ECOLOGY
THEOR. EXP. CHEM.,THEORETICAL AND EXPERIMENTAL CHEMISTRY
THEOR. EXP. PLANT PHYSIOL.,THEORETICAL AND EXPERIMENTAL PLANT PHYSIOLOGY
